cardID,username,email,prename,surname,birthDate,sex,validityDate,state,note,rights,street,postcode,cityp3yyv4h0,PauAug,PaAu0058@stud.hs-kl.de,Paul,Auger,2014-12-20,diverse,2020-06-25,active,note,admin,Austermühlering 3,25221,Griesbach Rottal
wl6gol99,DanGos,DaGo0098@stud.hs-kl.de,Danielle,Gosselin,2010-12-15,male,2019-12-22,active,note,admin,Schinkegasse 87,91684,Strausberg
nf7t3mpv,LucJac,LuJa0033@stud.hs-kl.de,Lucas,Jacques,1987-03-03,female,2020-01-02,active,note,user,Petra-Blümel-Ring 3/2,48058,Berchtesgaden
0oqwpoe2,PatMcd,PaMc0007@stud.hs-kl.de,Patricia,Mcdaniel,2013-08-17,male,2019-11-13,banned,note,user,Arnd-Sager-Allee 40,95528,Schwandorf
f8tqwj3o,GesHöv,GeHö0088@stud.hs-kl.de,Gesine,Hövel,2001-09-17,diverse,2021-03-02,inactive,note,user,Fischerallee 3,77255,Rostock
sifg72xf,AngHor,AnHo0006@stud.hs-kl.de,Angela,Horn,1996-01-31,male,2019-12-25,active,note,user,Hans-Herbert-Kensy-Straße 57,11062,Wittstock
c55yn7jn,DonJim,DoJi0044@stud.hs-kl.de,Donald,Jimenez,2010-07-02,diverse,2020-01-26,active,note,admin,Stanislaus-Müller-Weg 122,27960,Rosenheim
b8pxnjrp,JeaCha,JeCh0064@stud.hs-kl.de,Jeanne,Charpentier,1998-11-28,diverse,2020-01-18,banned,note,user,Austermühleweg 58,05612,Hoyerswerda
2ixlkzye,NatHar,NaHa0069@stud.hs-kl.de,Natascha,Hartung,2012-05-08,female,2019-10-17,active,note,admin,Hessestr. 5/3,93479,Lübben
zog8rdna,JulRoy,JuRo0024@stud.hs-kl.de,Jules,Royer,1981-01-01,female,2020-12-05,banned,note,user,Höfigweg 603,78197,Heinsberg
x02ttscj,DeaPri,DePr0072@stud.hs-kl.de,Deanna,Prince,2005-12-23,male,2021-05-06,inactive,note,admin,Hakan-Kambs-Platz 0,09206,Rottweil
bfa0nhh4,ConOsb,CoOs0067@stud.hs-kl.de,Connor,Osborne,1984-11-11,female,2021-01-24,inactive,note,user,Hentschelallee 520,29514,Schwarzenberg
ec8qryyc,LorDup,LoDu0092@stud.hs-kl.de,Lorraine,Dupuy,2010-09-27,male,2021-05-27,banned,note,admin,Reinhardt-Lorch-Platz 5/1,99809,Hechingen
ehtv0jyb,RobGal,RoGa0027@stud.hs-kl.de,Robert,Gallagher,1984-04-17,male,2020-12-15,banned,note,user,Jäntschweg 2,51283,Parchim
4lwj4gkx,ThiRoy,ThRo0009@stud.hs-kl.de,Thibault,Royer,1972-03-28,diverse,2021-05-25,active,note,admin,Alfonso-Herrmann-Platz 76,85507,Schwerin
